gene_id	symbol	lib15-rpkm-heat	lib17-rpkm-control       (right/left: >2  up expressed, < 0.5 down expressed)
768411	LOC768411	0.1	0
768412	LOC768412	0	0
768413	LOC768413	0	0
768414	LOC768414	0	0
768415	LOC768415	0	0
768416	LOC768416	0	0
768417	LOC768417	0	0
768418	LOC768418	0.09	0.34
768419	LOC768419	0	0
768420	COTL1	19.34	19.21
768422	MLN	0	0
768423	LOC768423	0	0
768424	LOC768424	0.01	0
768425	LOC768425	0	0
768426	LOC768426	0	0
768427	PPIC	22.93	25.45
768428	LOC768428	0	0
768429	LOC768429	0.11	0
768430	CLUL1	0.03	0
768431	LOC768431	1.76	0.37
768433	LOC768433	1.72	3.16
768434	LOC768434	0.01	0
768435	LOC768435	0	0
768436	LOC768436	1	3.43
768437	IL20RB	0	0
768438	ASB10	0	0
768439	LOC768439	0.17	1
768440	LOC768440	0	0
768443	LOC768443	0	0
768444	CACNA2D1	0.22	0.09
768445	NTAN1	7.77	11.35
768449	F2RL2	0.18	0.35
768450	FAM131B	0.32	0.34
768451	BRP44	0.35	0.89
768452	LOC768452	0	0
768453	LOC768453	0.16	0
768454	LOC768454	0	0
768455	GSG1L	0	0
768456	LOC768456	0.53	0.1
768457	AADACL4	0	0
768458	LOC768458	0.42	0.46
768459	LOC768459	0	0
768460	LOC768460	0	0
768461	LOC768461	0	0
768462	LOC768462	0	0
768466	LOC768466	0.01	0
768467	LOC768467	0.01	0.01
768468	LOC768468	1.43	1.08
768471	NUDT12	3.4	4.91
768472	LOC768472	0	0
768473	LOC768473	0	0
768474	LOC768474	0.05	0.16
768475	LOC768475	1.92	2.01
768476	LOC768476	0.15	0
768477	LOC768477	0	0.1
768478	LOC768478	0.01	0.01
768479	LOC768479	0.33	0.56
768480	LOC768480	0.12	0.1
768481	LOC768481	0	0
768482	LOC768482	31.7	2.94
768483	LOC768483	0.01	0.01
768484	LOC768484	0	0
768486	LOC768486	3.24	5.48
768487	MYH13	0	0
768488	LOC768488	0	0
768489	LOC768489	0	0
768490	LOC768490	0	0
768491	LOC768491	0	0
768492	LOC768492	0.01	0.01
768494	LOC768494	17.82	18.8
768495	LOC768495	0	0.1
768496	LOC768496	0	0
768497	LOC768497	0	0
768498	LOC768498	0	0
768501	C5orf30	5.54	5.8
768502	LOC768502	0	0
768503	LOC768503	0	0
768504	LOC768504	0	0
768505	POLR3K	7.74	8.57
768507	CENTG3	1.48	1.33
768508	LOC768508	0	0
768509	EDN3	0.09	0.34
768510	LOC768510	0	0
768512	LOC768512	2.63	3.32
768513	LOC768513	0	0
768514	LOC768514	0	0
768515	LOC768515	0	0
768516	OXT	0	0
768517	MTL5	0	0.05
768518	LOC768518	0	0
768519	LOC768519	6.6	5.32
768520	LOC768520	0	0
768521	LOC768521	0	0
768522	GSPT1	54.02	54.95
768523	LOC768523	0	0
768525	RCSD1	0	0
768526	LOC768526	0	0
768527	LOC768527	0	0
768528	LOC768528	0	0
768529	LOC768529	0	0
768530	LYPLA3	9.32	7.5
768531	LOC768531	0.26	0.89
768532	LOC768532	0	0
768533	LOC768533	0	0
768534	LOC768534	0	0
768535	LOC768535	0.06	0.04
768536	TAAR1	0.88	0.98
768537	LOC768537	0	0
768538	SPTLC3	0.44	0.12
768539	LOC768539	0	0
768540	LOC768540	2.32	2.74
768541	TBC1D12	2.1	2.3
768542	TMEFF2	1.76	0.95
768544	LOC768544	4.68	7.27
768545	LOC768545	0	0
768546	LOC768546	0	0.14
768547	LOC768547	0	0
768548	C12orf34	7.5	5.2
768549	C2H8orf46	0	0
768550	C20H20orf24	86.62	82.36
768551	LOC768551	0	0
768552	PCLO	0	0
768553	LOC768553	0	0
768554	GRPEL2	4.45	5.93
768555	MVK	9.24	11.3
768556	SLC26A11	1.83	3.77
768557	SIK2	3.27	5.46
768558	TAAR5	0	0
768559	LOC768559	0.17	0
768560	LOC768560	0	0
768561	LOC768561	0.1	0.4
768562	LOC768562	6.39	8.08
768563	LOC768563	0	0
768564	LOC768564	0	0
768565	LOC768565	0.27	0.4
768566	MYH8	0	0
768567	LOC768567	0	0
768568	LOC768568	0.35	0.56
768571	LOC768571	9.51	1.3
768572	LOC768572	0	0
768573	LOC768573	0	0
768574	LOC768574	0.01	0.03
768575	LOC768575	0	0.29
768576	FOXL1	0	0
768577	PCDHAC1	0	0
768578	C17orf48	0.51	1.8
768580	LOC768580	0	0
768582	TREM-B2V2	0	0
768583	LOC768583	0	0
768584	LOC768584	0.06	0.07
768585	LOC768585	0	0
768586	LOC768586	0.4	0.51
768587	LOC768587	1.85	2.18
768588	SLAMF8	0.24	0.31
768589	LOC768589	0	0
768590	LOC768590	0.56	1.18
768591	LOC768591	0	0
768592	LOC768592	0	0
768593	LOC768593	0.02	0.06
768594	LOC768594	0	0
768595	ZNF567	1.94	2.42
768596	LOC768596	0.05	0
768597	LOC768597	0	0
768598	LOC768598	0.54	0.14
768599	DDEF2	5.06	4.57
768600	LOC768600	0.07	0.22
768601	LOC768601	0	0
768602	LOC768602	0	0
768603	LOC768603	1.82	1.51
768604	LOC768604	0	0
768608	LOC768608	0	0
768609	LOC768609	0.44	1.02
768610	LOC768610	0.08	0
768611	PRPF38B	69.49	44.09
768614	LOC768614	0	0
768615	LOC768615	0	0
768616	LOC768616	0.01	0
768617	LOC768617	0	0
768618	NDRG4	0.96	0.08
768619	LOC768619	0.65	0.83
768620	LOC768620	1.81	1.92
768621	LOC768621	0	0
768623	LOC768623	0.08	0.13
768624	TTC9	14.13	16.84
768625	LOC768625	0.14	0.72
768630	LOC768630	0	0
768631	LOC768631	0.56	1.42
768632	LOC768632	0	0
768633	LOC768633	0	0
768634	LOC768634	1.75	1.17
768635	LOC768635	2.31	1.48
768638	FAM19A5	0	0
768639	LOC768639	0.02	0.02
768640	LOC768640	0	0
768641	LOC768641	0	0
768642	CCDC113	0.21	0.97
768643	LOC768643	0	0
768644	LOC768644	0	0
768645	LOC768645	1.95	1.42
768647	LOC768647	0	0
768648	LOC768648	0.22	0.38
768649	LOC768649	0	0.09
768650	LOC768650	0	0
768651	LOC768651	0.43	0.39
768652	METTL10	0	0.07
768653	LOC768653	0	0
768654	C9orf150	308.59	79.96
768655	LOC768655	73.83	47.99
768656	LOC768656	0	0
768657	LOC768657	0	0
768659	CIDEA	20.79	33.95
768660	LOC768660	33.82	37.9
768663	LOC768663	0	0
768664	LOC768664	0	0
768665	LOC768665	0.08	0.1
768666	LOC768666	0.03	0
768668	AADACL3	0.18	0.31
768669	LOC768669	0.05	0.08
768672	LOC768672	3.79	4.17
768673	CD200R1	0.03	0.02
768674	LOC768674	0.29	0.73
768675	HMGN2	246.92	301.61
768676	LOC768676	0.23	0.53
768677	LOC768677	0	0.01
768678	LOC768678	0.07	0.67
768679	LOC768679	0	0
768680	CREG1	1.93	2.46
768681	LOC768681	0	0
768682	LOC768682	0	0
768683	LOC768683	0	0
768684	CAPN14	0	0
768685	LOC768685	0	0
768686	LOC768686	0.86	0.75
768687	LOC768687	0	0
768688	SMOC1	2	3.69
768689	LOC768689	0.83	1.72
768690	LOC768690	0.04	0.03
768691	LOC768691	0	0
768694	LOC768694	23.95	34.32
768695	LOC768695	0	0
768696	LOC768696	0	0
768697	LOC768697	0	0
768698	LOC768698	0	0
768699	LOC768699	5.7	3.82
768700	LOC768700	0	0
768701	LOC768701	38.69	31.74
768702	LOC768702	199.76	143.63
768703	SHISA6	0	0
768704	LOC768704	0	0
768705	LOC768705	0	0
768706	PCCB	12.18	14.32
768708	LOC768708	0.02	0.06
768709	LOC768709	7.82	10.73
768710	LOC768710	5.4	3.26
768711	TIMP4	0.83	0.9
768712	TBC1D16	6.05	6.61
768713	PTP4A3	136.59	100.07
768714	LOC768714	0.19	0.5
768715	LOC768715	0	0
768716	LOC768716	0	0
768717	NUMA1	14.52	13.25
768718	LOC768718	0	0
768719	LOC768719	0.26	0.55
768720	LOC768720	0	0
768721	LOC768721	0.08	0
768722	LOC768722	0.05	0
768724	ROBO4	0.02	0
768725	LOC768725	0	0
768726	LOC768726	0.17	0.21
768727	LOC768727	0	0
768728	LOC768728	0.28	0.18
768729	LOC768729	0	0
768733	LOC768733	0.22	0
768734	LOC768734	0.63	0.4
768735	LOC768735	4.58	5.6
768736	PANX3	4.44	4.07
768737	LOC768737	0.79	1.23
768738	LOC768738	0	0
768739	LOC768739	0	0
768740	LOC768740	0	0
768741	LOC768741	0	0
768742	LOC768742	0	0
768743	LOC768743	0.01	0.01
768744	SAMD5	0.78	0.12
768745	C10orf122	0	0
768746	LOC768746	0	0
768749	LOC768749	0.29	0.28
768750	LOC768750	0.27	0
768751	LOC768751	0.09	0.06
768752	LOC768752	0.07	0.27
768755	LOC768755	0	0.23
768756	LOC768756	0	0.34
768757	LOC768757	0	0
768758	LOC768758	0.11	0
768759	CNGB1	0.47	0.73
768760	LOC768760	0.03	0.14
768761	LOC768761	0.11	0
768762	LOC768762	0	0
768763	C11orf61	0.94	1.49
768764	LOC768764	0.06	0.02
768765	LOC768765	0.29	0.12
768766	LOC768766	2.38	2.07
768767	LOC768767	0.05	0.07
768768	LOC768768	6.38	3.45
768769	SNAPC3	6.33	10.8
768770	LOC768770	0	0
768771	LOC768771	0.62	0.7
768772	LOC768772	13.28	26.04
768773	LOC768773	0	0
768774	LOC768774	0.65	0.14
768776	LOC768776	0	0
768777	LOC768777	0.12	0
768778	LOC768778	0.01	0.01
768779	LOC768779	0.15	0.66
768780	RSBN1L	6.12	7.53
768781	LOC768781	0	0.08
768782	DPY19L3	1.3	2.52
768783	LOC768783	1.7	2.3
768784	C1QTNF1	0.6	1.04
768785	FAM77C	0	0
768786	LOC768786	0.01	0.06
768787	C1orf198	3.99	4.38
768788	LOC768788	0	0.06
768789	LOC768789	0.06	0.29
768790	LOC768790	0	0
768791	LOC768791	0	0
768792	LOC768792	0	0
768793	LOC768793	0	0
768794	LOC768794	0	0
768795	SH3BGRL3	30.47	21.41
768796	HYLS1	3.49	4.45
768797	LOC768797	0.28	0.23
768798	LOC768798	0	0
768799	LOC768799	0.01	0.05
768800	LOC768800	0	0
768801	OR10A4	0	0
768802	HARS2	5.7	7.31
768803	LOC768803	0.82	2.02
768804	LOC768804	0	0.01
768805	LOC768805	1.53	1.64
768806	LOC768806	0	0.18
768807	LOC768807	0.83	1.26
768808	RPUSD4	5.28	7.43
768809	UST	5.63	3.16
768810	LOC768810	0.23	0.1
768811	LOC768811	0	0
768812	LOC768812	0.15	0.05
768815	LOC768815	7.81	6.85
768816	LOC768816	0	0
768817	LOC768817	0	0
768818	LOC768818	0	0
768819	LOC768819	1.04	1.45
768820	LOC768820	0	0
768821	FGL2	0.87	0.62
768822	LOC768822	0	0
768823	NEU2	6	0.78
768825	CDC42SE2	26.66	24.74
768826	LOC768826	0.15	0.24
768827	LOC768827	0	0
768828	LOC768828	0	0.13
768829	PKIB	0.36	0.18
768830	CKS2	1.8	2.29
768831	LOC768831	0	0
768832	LOC768832	0	0
768833	ROMO1	17.39	20.06
768834	LOC768834	0.29	0.36
768835	LOC768835	0	0
768836	LOC768836	0	0.09
768837	LOC768837	0	0.11
768838	LOC768838	2.38	2.2
768839	LOC768839	0	0
768840	LOC768840	0	0
768841	C4orf19	0	0.29
768842	LOC768842	0.08	0.21
768843	LOC768843	0.35	0.34
768844	LOC768844	0	0
768845	LOC768845	0	0
768849	LOC768849	0	0
768850	LOC768850	0.04	0.05
768851	LOC768851	0.75	0.18
768852	LOC768852	1943.41	901.39
768853	ARPP19	62.81	86.18
768854	ATP6V0E1	20.16	22.48
768855	LOC768855	0.95	0.89
768856	CZH9orf25	3.43	7.79
768857	LOC768857	0	0
768858	CD2	0	0
768859	LOC768859	0.45	0.38
768860	NDUFA2	14	19.44
768861	DNAH17	6.5	4.64
768862	LOC768862	2.06	3.15
768863	LOC768863	0	0.1
768864	C8orf34	0	0.12
768865	LOC768865	0.94	1.5
768866	RBM38	1.56	0.73
768867	LOC768867	0	0
768868	LOC768868	0	0
768869	LOC768869	0	0.12
768870	LOC768870	0.07	0.07
768871	LOC768871	0.09	0
768872	GP5	2.67	0.61
768877	SAG	0.72	0.72
768878	ACVR1B	0	0
768879	LOC768879	0	0
768880	LOC768880	0	0
768881	LOC768881	0	0
768882	KRT4	0	0
768886	TMEM174	0.17	0.07
768887	LOC768887	0	0
768888	LOC768888	0	0
768889	LOC768889	0.11	0
768890	LOC768890	4.14	4.86
768891	LOC768891	0.62	0.79
768892	LOC768892	0.58	0.44
768893	LOC768893	2.22	3.66
768894	LOC768894	0	0
768895	LOC768895	0	0
768896	LOC768896	0.43	0.44
768897	LOC768897	1.49	4.44
768898	DDX50	82.43	103.78
768899	LRRC15	1.07	0.5
768900	LOC768900	25.18	34.11
768901	LOC768901	0	0
768902	LOC768902	0	0
768903	LOC768903	0	0
768904	DPT	0	0
768905	LOC768905	0.21	0.18
768906	LOC768906	0	0
768907	FGF6	0	0
768908	LOC768908	0.43	0.4
768909	LOC768909	0	0
768910	LOC768910	3.12	3.67
768911	LOC768911	0.49	0.14
768912	LOC768912	0.32	0.21
768913	CHEK2	5.15	4.04
768914	CABLES1	41.46	45.73
768915	SPO11	0.05	0.25
768916	SCMH1	5.4	4.86
768917	LOC768917	0.25	0.96
768918	LOC768918	0	0
768919	LOC768919	12.04	30.36
768920	LOC768920	0.48	0.82
768921	LOC768921	0	0.11
768922	LOC768922	2.98	0.56
768925	LOC768925	0	0
768926	LOC768926	0	0
768927	LOC768927	0.02	0.07
768928	VAPA	73	81.75
768929	LYPD2	0	0.1
768930	RPS28	24.25	22.37
768931	LOC768931	0.5	0.39
768932	LYRM7	3.28	5.06
768933	LOC768933	0	0
768934	LOC768934	0	0
768935	LOC768935	0	0
768936	ALPK3	0	0
768937	LOC768937	0.09	0
768938	HSCB	1.9	2.43
768939	LOC768939	2.46	8.82
768940	NRGN	0	0
768941	LOC768941	0	0
768942	LONP1	27.55	50.46
768943	LOC768943	0	0
768944	LOC768944	0.51	0.18
768945	LOC768945	3.34	3.95
768946	LOC768946	0	0.73
768947	LOC768947	0	0
768949	LOC768949	0	0
768950	CD80	0.14	0.32
768951	IGBP1	15.09	21.65
768952	LOC768952	0	0.05
768953	LOC768953	0	0
768954	LOC768954	0	0.18
768955	LOC768955	1.07	1.61
768956	PPP1R3G	4.2	3.61
768957	MRPL24	24.26	28.31
768958	LOC768958	0.36	0.61
768959	LOC768959	0.24	0.15
768960	LOC768960	0.15	0.1
768961	LOC768961	0.38	0.48
768962	MND1	2.14	2.57
768965	3-Mar	0.19	0.16
768966	LOC768966	0	0.04
768967	LOC768967	0	0
768968	LOC768968	0.19	0.24
768969	SNAG1	7.03	8.07
768970	LOC768970	0	0
768971	LOC768971	7.74	10.13
768972	LOC768972	0	0.03
768973	LOC768973	0	0.01
768974	RRNAD1	1.44	4.91
768975	LOC768975	0.02	0.02
768976	STARD8	4.96	5.53
768977	EMX1	0.9	0.77
768978	LOC768978	0	0
768981	LOC768981	0	0
768982	LOC768982	0.07	0
768983	LOC768983	0	0
768984	LOC768984	0	0
768985	LOC768985	0	0
768986	LOC768986	0.13	0.17
768987	LOC768987	0	0
768988	LOC768988	0	0
768989	LOC768989	13.95	14.72
768990	TMEM173	2.92	1.64
768991	ARL16	3.24	7.7
768992	ISG20L2	14.43	22.9
768993	TACR3	0.12	0
768994	LOC768994	0.73	0.53
768995	LOC768995	0.14	0
768996	TACR2	0	0
769001	GRIN3A	0	0
769002	LOC769002	0	0.09
769003	LOC769003	0	0
769005	AFMID	12.65	33.4
769006	COMMD1	8.4	10.48
769007	MEF2C	0	0.18
769008	ALG12	9.66	8.12
769009	LOC769009	0	0
769010	LOC769010	0	0
769011	LOC769011	0.43	0.85
769012	LOC769012	1.5	1.46
769013	SMPDL3B	3.68	4.07
769014	TLR2-2	0	0
769015	LOC769015	0.72	0.82
769018	LOC769018	0	0
769019	LOC769019	0.45	0.79
769020	LOC769020	2.03	2.03
769021	ECHDC1	0.89	2.2
769022	LOC769022	6.04	7.6
769024	GPR17	0.53	1.96
769026	CPLX4	2.5	0.64
769027	LOC769027	0	0
769028	PABPN1	0.13	0.57
769029	LOC769029	0	0
769030	AIMP2	106.9	124.87
769031	MRPL12	79.03	121.16
769032	ZNF398	8.01	13.57
769033	LOC769033	0.06	0
769034	C3H6orf191	0	0
769035	LOC769035	0	0
769036	LOC769036	0	0
769037	COL13A1	0	0
769038	LOC769038	0.26	0.17
769039	LOC769039	1.15	1.65
769040	KRT79	0	0
769043	LOC769043	0.08	0.3
769044	LOC769044	0.09	0
769045	LOC769045	0	0
769046	WDR88	0.3	0.06
769047	LOC769047	4.17	3.95
769048	SLC25A10	21.7	39.31
769049	ZNF777	9.13	5.84
769050	LOC769050	0	0
769051	TMEM28	1.49	0.41
769052	LOC769052	0.06	0
769053	LOC769053	0.18	0.29
769055	LOC769055	0	0
769056	LOC769056	0.07	0
769057	LOC769057	0	0
769058	LOC769058	0.06	0.05
769059	LOC769059	3.7	2.53
769060	LOC769060	0	0
769061	LOC769061	2.99	3.48
769062	LOC769062	0.23	0.15
769063	LOC769063	0.2	0
769064	LOC769064	0	0.03
769065	LOC769065	0	0.09
769066	TP53INP2	12.3	21.58
769067	MEF2D	2.22	3.04
769068	LOC769068	0	0
769069	LOC769069	0.53	0.46
769070	LOC769070	0	0
769071	RAD51L1	2.05	3.45
769072	LOC769072	0.86	0.94
769074	LOC769074	0.01	0.05
769075	LOC769075	3.33	3.26
769076	MATK	3.8	6.73
769077	PDGFRL	0.95	2.56
769078	LOC769078	0.01	0.01
769079	LOC769079	0.03	0
769080	LOC769080	1.67	1.2
769081	LOC769081	3.23	2.53
769082	LOC769082	1.1	3.51
769083	LOC769083	0.03	0.09
769084	LOC769084	0.23	0
769085	LACTBL1	0	0
769086	LOC769086	181.05	203.13
769087	ANGPTL4	19.86	30.2
769088	LOC769088	1.91	1.03
769089	LOC769089	0	0
769090	LOC769090	0.5	0
769091	LOC769091	0	0
769094	LOC769094	0.59	0.58
769096	LOC769096	0	0.04
769097	ASMTL	1.03	2.73
769098	LOC769098	0	0
769099	LOC769099	0	0
769102	LOC769102	0	0
769103	LOC769103	0	0
769104	LOC769104	0	0.17
769105	LOC769105	5.54	8.33
769106	HRH4	0	0
769107	HTR1D	0.53	0.27
769108	LOC769108	0	0
769109	ARR3	0	0.07
769110	LOC769110	11.65	5.91
769111	LOC769111	0	0
769112	CHPF	7.17	5.51
769113	LOC769113	0.27	1.05
769114	LOC769114	6.86	6.08
769117	LOC769117	0	0.24
769118	GABARAPL3	3.31	2.88
769119	SNX22	1.44	0.66
769120	GCNT7	2.55	3.65
769121	LOC769121	0	0
769122	B3GALT2	0.2	0.09
769124	LOC769124	0	0
769125	LOC769125	0.06	0
769126	LOC769126	0.09	0
769127	LOC769127	0	0
769128	LOC769128	0	0
769129	LOC769129	0	0
769130	LOC769130	0	0
769132	LOC769132	0.01	0.01
769134	LOC769134	0.92	0.81
769135	SS18L2	1.65	1.41
769136	LOC769136	1.02	0.39
769137	LOC769137	1.66	2.33
769138	LOC769138	0.06	0.08
769139	LOC769139	0	0
769140	BMF	1.37	2.66
769141	CBARA1	6.56	12.66
769143	CPN1	12.27	14.04
769146	ATP5I	169.91	214.08
769147	LOC769147	0	0
769148	LOC769148	0.16	0.09
769149	LOC769149	22.23	14.76
769150	LOC769150	3.8	3.88
769151	LOC769151	1.94	1.24
769152	LOC769152	0.23	0.07
769153	LOC769153	0	0
769154	LOC769154	0	0
769155	LOC769155	1.05	0.61
769156	LOC769156	0	0
769157	LOC769157	0.26	0
769158	LOC769158	0	0
769159	LOC769159	0	0
769160	LOC769160	0	0
769161	LOC769161	0.08	0.1
769162	LOC769162	5.62	3.28
769163	FILIP1L	0.58	0.62
769164	LOC769164	0	0
769165	LOC769165	0	0
769166	CPNE2	5.98	4.82
769167	LOC769167	9.39	10.46
769168	LOC769168	0	0
769169	THOC4	86.45	115.06
769170	LOC769170	0	0
769171	LOC769171	0	0
769172	LOC769172	0	0
769173	LOC769173	0	0
769174	LOC769174	0	0
769175	LOC769175	0.13	0
769176	LOC769176	0	0
769177	LOC769177	0.01	0.02
769178	LOC769178	0	0
769179	LOC769179	0	0
769180	LOC769180	0	0
769181	LOC769181	8.99	14.71
769182	LOC769182	0.19	0.05
769183	LOC769183	0	0
769184	LOC769184	0.7	1.1
769185	LOC769185	0	0.26
769186	LOC769186	0	0
769187	LOC769187	0.18	0
769188	LOC769188	0.84	0.75
769189	LOC769189	0	0
769190	LOC769190	0	0
769191	ACCN4	0	0
769192	LOC769192	0.02	0
769193	RGS14	1.25	1.14
769195	LOC769195	0	0
769196	LOC769196	0	0
769197	LOC769197	0	0
769198	LOC769198	0.18	0.07
769199	SLC4A9	0	0.11
769200	LMTK2	38.5	50.37
769201	LOC769201	0	0
769202	C17orf38	0.02	0
769203	PYCR2	355.46	190.39
769204	LOC769204	0	0
769205	LOC769205	6.48	11.63
769207	LOC769207	0.4	0
769208	LOC769208	0	0
769211	LOC769211	0	0
769212	EBI2	0.21	0.21
769213	LOC769213	3.63	2.62
769214	LOC769214	0.11	0
769216	LOC769216	0	0.1
769217	LOC769217	1.04	0.66
769218	LOC769218	0	0
769219	LOC769219	0	0
769220	LOC769220	0.19	0
769221	LOC769221	0.02	0.02
769222	ADAMTS8	0.08	0.21
769223	LOC769223	0.34	0
769224	C6orf190	0	0
769225	LOC769225	0	0
769226	LOC769226	0	0
769227	LOC769227	0	0
769230	LOC769230	0.02	0
769231	ARHGDIA	325.25	427.53
769232	LOC769232	0.56	0.18
769233	LOC769233	0.24	0.61
769236	LOC769236	0.03	0.05
769237	ABI3BP	0.25	0.43
769238	LOC769238	0	0
769239	LOC769239	0	0
769240	LOC769240	1.06	0.6
769241	LOC769241	0	0
769242	LOC769242	0.03	0.07
769243	LOC769243	0.26	0.33
769244	LOC769244	0.24	0.28
769245	LOC769245	0	0.09
769246	LOC769246	0.38	0.07
769247	LOC769247	0.2	0
769249	LOC769249	0.04	0
769250	LOC769250	0	0
769251	LOC769251	0.31	0
769252	LOC769252	0.1	0
769253	LOC769253	0	0
769254	CBLN4	0.65	0.03
769255	LOC769255	2.38	2.6
769256	IL17REL	0	0.14
769257	LOC769257	0	0
769258	LOC769258	0	0
769259	LOC769259	0	0
769260	LOC769260	0	0
769261	LOC769261	1.49	1.53
769262	TSNAXIP1	0.06	0.21
769263	CHST8	0	0
769264	LOC769264	0.47	0.3
769265	LOC769265	0	0
769266	LOC769266	5.36	7.76
769267	LOC769267	0	0
769268	C23H1orf172	6.85	6.16
769269	F-KER	0	0
769270	LOC769270	0	0
769271	SPEG	0.51	0.22
769274	UCN3	0.07	0.09
769275	LOC769275	2.24	0.89
769277	LOC769277	16.22	24.42
769278	CCR6	0	0
769280	SENP7	3.02	2.31
769281	LOC769281	2.49	4.84
769282	LOC769282	5.28	6.45
769283	LOC769283	0	0
769284	CLEC2B	0	0
769285	LOC769285	0.42	0.27
769286	SALL4	3.3	11.63
769287	LOC769287	0	0
769288	STOX2	4.12	5.54
769289	LOC769289	0	0
769290	OVCH2	1.01	1.12
769291	STK32C	0	0
769292	LOC769292	13.91	14.66
769298	C1H13orf34	4.06	6.22
769299	LOC769299	0	0
769300	STX12	20	18.59
769301	LOC769301	0.69	0.84
769302	LOC769302	0	0
769303	LOC769303	0	0
769304	LOC769304	3.3	2.31
769305	LOC769305	0	0
769306	LOC769306	0.05	0.09
769307	LOC769307	0	0
769308	LOC769308	2.76	4.92
769309	LOC769309	3.89	7.1
769310	LOC769310	7.6	7.05
769311	LOC769311	0.06	0
769312	TMEM194A	0	0
769316	LOC769316	0	0.16
769317	LOC769317	0.06	0
769318	LOC769318	0.11	0.13
769319	LOC769319	0	0
769320	LOC769320	0	0
769322	STARD4	22.44	25.18
769323	LOC769323	0	0
769324	LOC769324	0	0.01
769325	LOC769325	0.16	0.21
769326	LOC769326	0	0
769327	LOC769327	0	0
769328	LOC769328	0	0
769329	LOC769329	13.41	12.74
769330	LOC769330	0.14	0
769331	LOC769331	0.15	0
769332	LOC769332	0.37	0.63
769336	LOC769336	0	0
769337	PRR16	0	0
769338	DUT	3.68	12.18
769339	LOC769339	0.7	2.94
769340	CLDN20	0.09	0.12
769341	LOC769341	2.06	3.71
769342	ISCA1	6.22	5.82
769343	AP3B2	0.14	0.24
769344	LOC769344	0.61	0.39
769345	LOC769345	8.82	3.33
769346	LOC769346	0	0
769349	LOC769349	0	0
769350	LOC769350	0	0
769351	LOC769351	0	0
769352	DUS4L	3.11	3.74
769354	LOC769354	0.04	0.1
769355	MAFG	13.17	21.06
769356	LOC769356	0.02	0
769357	LOC769357	0.32	0.94
769358	RAB33A	23.93	20.21
769359	LOC769359	0	0
769360	LOC769360	12.43	17.24
769361	LOC769361	0.01	0
769362	LOC769362	0	0
769363	LOC769363	0	0
769364	EXOC3L	6.88	4.99
769365	LOC769365	0	0
769366	LOC769366	0	0.04
769367	LOC769367	0.08	0.01
769368	EEF1D	297.52	246.84
769369	LOC769369	0.07	0
769370	LOC769370	5.35	7.09
769371	LOC769371	0	0
769372	CDKN2AIP	27.43	35.45
769373	TYSND1	7.59	7.09
769374	FAM123C	0	0
769375	LOC769375	0	0
769379	GPR22	0.39	0.08
769380	SFT2D1	26.18	37.41
769381	LOC769381	0	0
769382	LOC769382	0	0
769383	LOC769383	2.03	1.65
769384	LOC769384	0.07	0
769385	CACNA1G	0.05	0.03
769386	LOC769386	9.93	2.69
769387	LOC769387	0	0
769388	LOC769388	0	0
769389	DDEFL1	0.01	0.02
769390	MOCS3	29.69	48.92
769391	LOC769391	0	0
769392	C4H4orf52	21.42	38.39
769393	GPR88	0.14	0
769394	LOC769394	0.45	0
769399	LOC769399	0	0
769400	KCTD4	0	0.05
769401	LOC769401	0.2	0.45
769402	LOC769402	0.29	0
769404	LOC769404	0.21	0.4
769405	LOC769405	4.97	6.58
769406	LOC769406	10.36	10.98
769407	LOC769407	25.28	15.93
769408	LOC769408	0.04	0
769409	LOC769409	0	0
769410	LOC769410	0.16	0.18
769411	LOC769411	0	0
769412	LOC769412	0	0
769413	C9orf39	0.03	0.32
769414	LOC769414	0	0
769415	ENS-1	0	0
769416	LOC769416	0	0
769418	LOC769418	0	0
769419	LOC769419	0	0
769420	PRKAR2B	2.34	2.74
769421	LOC769421	0.12	0.26
769422	LOC769422	0	0
769423	LOC769423	0	0
769424	PPA1	93.48	72.77
769428	LOC769428	0	0
769429	LOC769429	0.01	0
769430	E2F4	19.66	22.66
769431	ANKS3	0.41	0.2
769432	LOC769432	0	0
769434	SERF1A	113.73	100.56
769435	LOC769435	0	0
769436	CHRNA10	0	0
769437	LOC769437	0.14	0
769438	LOC769438	1.49	2.34
769439	LOC769439	0	0
769440	LOC769440	23.03	22.9
769441	LOC769441	2.04	3.79
769443	LOC769443	0.06	0
769444	LOC769444	0	0
769445	LOC769445	9.4	10.76
769446	LOC769446	0.65	0.41
769447	LOC769447	0	0.06
769448	LOC769448	0	0
769449	LOC769449	0	0
769450	LOC769450	0	0
769451	ACD	12.48	17.17
769452	DEF8	4.22	3.92
769453	LOC769453	0.73	1.97
769454	ZMYND17	0.09	0.22
769455	CLEC2B	0	0.07
769456	LOC769456	1.01	0.78
769457	USP48	16.81	20.17
769458	LOC769458	0	0
769459	LOC769459	0	0
769460	LOC769460	0	0
769461	LRRC20	2.53	3.23
769462	LOC769462	0	0
769463	LOC769463	0	0.07
769464	FCHO2	2.96	4.87
769465	LOC769465	0.42	0.38
769466	NOL4	0	0
769467	LOC769467	0	0
769468	LOC769468	0.44	0.57
769469	LOC769469	0.59	0.4
769470	LOC769470	0	0
769471	LOC769471	0.07	0
769472	PARP6	3.57	3.49
769473	TTC18	0.06	0.16
769474	FAM83C	0.06	0.21
