ADA	comp63790_c0_seq3
SPATA5L1	amisp015912
ST8SIA4	amisp032579
PDCL3	amisp030175
ERI3	amisp026512
C7orf26	amisp011476
NABP2	amisp011384
KXD1	comp64112_c0_seq1
ZFYVE21	comp47900_c0_seq3
DDX54	amisp021480
TMEM38A	comp67807_c0_seq1
TSEN34	amisp034871
KCTD15	amisp015730
SECISBP2	amisp018578
REEP5	amisp016652
NOC4L	comp64267_c0_seq1
ALG8	amisp018617
TRPM8	amisp027710
PRRG4	amisp002703
PRRG3	amisp027658
ASPSCR1	comp61245_c0_seq1
TMEM223	amisp016579
ATG9A	amisp017624
METTL16	amisp008761
FTO	amisp024986
KDELC1	amisp007001
ELOVL6	amisp030957
TMEM109	amisp028715
C2orf49	amisp030999
DSCC1	comp46519_c1_seq1
C1orf50	amisp006601
CCDC86	amisp028720
C11orf48	amisp016559
MLPH	comp64420_c0_seq3
WDR77	amisp015444
SLC25A23	amisp002381
SMIM7	amisp025658
ALG12	amisp009444
TMUB2	amisp007299
METTL22	amisp015866
CARD14	amisp020363
CHAC1	amisp003485
C9orf16	amisp020229
C11orf49	amisp020929
C1orf116	amisp029395
TAF1D	amisp025674
RNF26	amisp004402
MAPKAP1	comp68096_c2_seq4
DEK	amisp002416
DHX58	amisp008204
NDUFAF5	amisp017975
APOO	amisp022025
FAM134A	amisp017620
DERL1	amisp001684
CCDC28B	amisp019498
PHF23	amisp006373
MBOAT7	amisp034870
PPDPF	comp71533_c0_seq1
CHCHD7	comp62757_c1_seq4
FKRP	amisp031200
MMP28	amisp021445
ALDH5A1	amisp001239
FA2H	amisp003557
GDPD3	comp60029_c0_seq1
DHRS11	amisp024522
TNIP2	amisp012875
PLEKHF1	amisp014433
MFSD11	amisp022841
GNPTAB	amisp017046
NOL12	amisp017906
PRRC2A	amisp020382
TMEM243	amisp029292
LENG1	amisp034868
C1orf35	amisp029360
BAG6	amisp020384
PRR15L	amisp032067
RBM42	amisp027819
CENPO	amisp003357
C19orf57	amisp014054
CRELD2	amisp009446
FBXL15	amisp007350
ZNF576	amisp026194
THTPA	amisp020914
GPANK1	amisp027845
TTPAL	amisp032519
BRCC3	amisp001280
FSD1	amisp032364
TMEM43	amisp023071
DDX39B	amisp016424
IRX6	amisp032979
IRX3	comp68265_c0_seq10
IRX1	amisp017565
ABHD16A	comp70000_c1_seq3
SLC39A7	amisp024119
THOC6	amisp011133
HSD17B8	amisp024120
MMEL1	amisp006689
DCAF10	amisp023030
CALB1	amisp015364
NELFE	amisp016435
RSG1	comp30986_c0_seq1
ZXDC	comp69899_c6_seq59
BHLHE41	amisp019274
B3GNT4	amisp017835
BCL2L14	amisp000609
CALB2	amisp024184
NOX5	amisp027766
PLA2G7	amisp021815
GLB1L	comp69525_c0_seq1
C17orf62	amisp030161
TFEB	amisp003307
HAUS3	amisp012719
LRRC2	amisp005815
FYCO1	amisp023668
BIRC7	comp56236_c0_seq2
WDR25	comp55977_c0_seq2
PAGR1	amisp023555
S100G	amisp015466
FAM65A	amisp009400
C2orf47	amisp030944
EPM2A	amisp017560
NKAIN1	amisp027190
GCC1	amisp019795
ATP13A3	comp68286_c0_seq1
TTC13	amisp006321
EPS8L3	amisp005689
ABHD8	amisp016688
NKAP	comp43415_c0_seq1
CDC73	amisp012797
SLC52A2	comp68303_c0_seq5
SPAG16	amisp020009
TMEM231	comp68163_c0_seq2
CORO7	amisp013499
CHPF	amisp009934
CARS2	amisp009904
RNF128	amisp005358
MRPL24	comp67408_c0_seq6
C10orf76	amisp002738
MUL1	amisp007580
SAP130	amisp031340
RNF219	amisp031116
CEP97	amisp030217
CALCA	comp244595_c0_seq1
TCTN1	amisp009435
ADIPOR2	amisp018704
CERS4	amisp023294
PGBD5	amisp014355
RIC3	amisp018569
METTL21D	amisp031293
ACSS3	amisp011488
NAA16	amisp018156
TANGO6	amisp030088
CCNJL	amisp032325
HMBOX1	comp71086_c0_seq2
RNASEH2B	amisp035260
SNRNP25	amisp004488
GALNT14	amisp029486
C6orf211	amisp005702
NDNF	amisp014097
OGFRL1	amisp035121
SH3TC2	amisp007749
EFTUD1	amisp012744
FAM184A	comp68964_c0_seq10
FAT4	amisp010457
SCRN3	amisp011353
ARMC7	amisp022931
TMEM53	amisp030562
ROGDI	amisp024867
ARSJ	amisp012193
CHMP6	amisp020352
SRD5A3	amisp030681
EFCAB1	amisp021720
PANK3	amisp028528
MCPH1	comp26823_c0_seq1
MAP7D3	comp69970_c0_seq42
AIMP2	amisp018214
USB1	amisp024158
RHBDF2	amisp022854
TMEM204	amisp030921
HECTD3	amisp009277
BEND5	amisp020441
RPAP3	amisp010831
ARHGAP10	amisp017082
DYNC2H1	amisp000797
PPP1R3B	amisp032557
NEIL1	amisp008257
HSPBAP1	amisp006918
NARG2	amisp022230
DHX40	amisp005899
PARP8	amisp003665
C3orf52	amisp024074
ZCCHC6	amisp033808
NLRX1	amisp010413
FN3KRP	amisp012201
VEPH1	comp61677_c0_seq3
OGFOD2	amisp025959
SMC6	amisp020170
VTCN1	comp35499_c0_seq1
MLF1IP	comp63547_c0_seq1
ZDHHC14	comp65104_c0_seq4
MSANTD2	amisp025990
STEAP4	amisp005722
GAL3ST4	amisp022650
QTRTD1	amisp014687
YRDC	amisp028750
MANEA	amisp009249
GALNT12	amisp003803
ZC2HC1C	comp48720_c0_seq1
C14orf169	amisp019392
ZMAT4	amisp025386
ZYG11B	amisp007065
CALCB	amisp030391
OGFOD3	comp66766_c0_seq1
C11orf80	comp1198867_c0_seq1
LRRK1	amisp025914
PRKRIP1	amisp029132
NOL9	amisp006800
COLGALT1	amisp014802
MORC4	amisp027653
IPO4	amisp013855
GTDC1	amisp019107
CCDC51	amisp022327
NPEPL1	amisp008605
PPCS	amisp006379
TBL1XR1	amisp031155
AAGAB	amisp004168
VPS37B	comp68909_c0_seq4
ANKRD55	amisp033051
SUV39H2	amisp010047
THAP9	amisp031826
WDR59	amisp003559
LIN28A	amisp008502
PALB2	amisp023977
NSUN7	amisp009043
NARS2	amisp018612
E2F8	amisp024920
KCTD17	amisp018497
TBC1D17	amisp034762
TEFM	amisp008559
BBS10	amisp026190
TTLL7	amisp016012
ZBBX	comp68027_c0_seq4
C10orf68	amisp020078
CXorf36	amisp006032
CLIP4	amisp020492
ECHDC3	amisp015092
ADGB	amisp013326
MAFK	amisp008817
ZNF385D	comp63842_c0_seq3
SLC25A22	amisp016244
ZFAND1	amisp013998
SNIP1	amisp028760
ASB13	amisp019817
ZNF750	comp63223_c0_seq1
ZNF668	amisp011144
FZD3	amisp000171
ISOC2	comp65489_c0_seq2
ELMO3	amisp013304
KATNBL1	amisp007953
TXNDC15	amisp030849
MCTP1	amisp034238
GRTP1	amisp033106
ZFHX4	amisp013214
ACBD4	comp67069_c0_seq1
MICALL2	amisp008809
MTERF	comp7838_c0_seq1
CCDC82	amisp022464
IQCA1	amisp016898
LRRC31	amisp011536
C7orf10	amisp007985
RERGL	amisp026326
KLHL36	amisp021317
CLMN	amisp006419
SHFM1	amisp009587
FBXO31	amisp033893
C12orf49	amisp016341
ALG9	amisp010397
ZNF408	comp70098_c2_seq4
ARMC5	comp62499_c0_seq1
TFPI2	amisp030631
CARF	amisp001822
SHCBP1	amisp026093
HHIPL2	amisp020525
HPS6	amisp002736
VASH2	amisp003849
GSTCD	amisp020616
TTC21B	amisp013238
SLTM	amisp021032
MMRN2	amisp018958
EHMT1	amisp025414
AGMAT	amisp022617
NIPAL2	amisp004108
MOB3B	amisp029145
WDR78	amisp030524
ST7	amisp005203
CATSPERB	amisp034596
ARHGAP28	amisp010020
CAMKMT	amisp009600
EFCC1	amisp016039
CLMP	amisp017725
NAA40	amisp010279
KDM8	amisp023998
QSER1	amisp024684
GEMIN6	comp64297_c1_seq3
PEAK1	amisp014559
LONRF3	comp69132_c0_seq27
PIP4K2C	amisp012097
TMC5	amisp021134
CCDC102B	amisp026687
ARHGEF5	amisp005848
NHEJ1	comp31007_c0_seq1
AGBL2	comp63386_c1_seq2
ZBTB3	amisp016547
FAM124B	amisp024539
ZDHHC11	amisp024398
RNF122	amisp002632
C7orf63	amisp012724
TMEM180	amisp002097
CSPP1	amisp001314
PDZD3	amisp010414
FAM57A	amisp014842
SNX22	comp67149_c0_seq14
NEK11	amisp012666
RBFA	amisp013228
C11orf63	amisp017730
BORA	amisp029521
TCTN2	amisp005803
ALG13	comp63783_c0_seq1
CPSF7	amisp032391
BAALC	amisp034748
RPAP2	amisp033153
CBLL1	amisp015963
NUDT18	amisp025602
RABEP2	amisp023575
THSD4	amisp029068
UBA5	amisp012477
DCAKD	amisp007792
CCDC134	amisp004470
ZC3H14	amisp023911
MAP9	amisp002327
HDAC11	amisp009739
CAAP1	amisp027153
PLBD1	amisp034025
LPCAT1	amisp029249
RIN3	amisp021619
MCMBP	amisp027095
GGNBP2	amisp024523
ATP8B4	amisp015914
THNSL1	amisp012675
RPP21	amisp033086
PRR5L	amisp016481
CALCR	amisp003829
CYBRD1	amisp002653
NUP85	comp66271_c0_seq9
NAA60	comp65481_c0_seq1
TMC7	amisp021132
MORN1	comp65205_c0_seq1
TUSC3	comp67878_c0_seq2
PYROXD1	amisp016535
ACTR5	amisp012912
ATAD5	amisp008560
SETD6	amisp024173
C2orf54	comp33983_c1_seq1
MRM1	amisp024520
NANOG	amisp025121
ADM2	comp33854_c0_seq2
SPEF2	amisp017544
FAM110D	amisp023269
MAP6D1	comp62410_c0_seq1
TNIP3	comp51180_c2_seq1
KIAA0319L	amisp002864
SYNPO2L	amisp014086
ADCK4	amisp024026
CNTD2	amisp007822
SLC35E1	amisp025659
KAT6A	amisp025395
L2HGDH	amisp031295
DHDDS	amisp008500
LPPR3	amisp032452
PLEKHS1	comp43293_c0_seq1
SYNDIG1	amisp033065
NOL10	amisp005576
PDZD7	amisp031732
ERMP1	amisp012222
PAQR6	amisp005986
DENND1C	amisp032944
CEP76	comp63963_c0_seq1
PHF17	amisp006638
DENND2D	amisp010179
DNAJC22	amisp003738
SCD5	amisp031835
WDR76	amisp034640
ATAT1	comp70186_c0_seq9
WLS	amisp030509
CPED1	amisp014943
GRHL2	amisp027115
DSN1	comp57196_c0_seq1
DNAJB14	amisp009311
POF1B	amisp003518
SVEP1	amisp034357
TTC26	comp70115_c2_seq1
PLEKHH3	comp67972_c0_seq1
OBFC1	amisp027479
ELOVL7	amisp020702
ANKRD53	amisp004381
CALD1	amisp010042
PSCA	comp48664_c0_seq1
GREB1L	amisp023776
PCNXL2	amisp012558
ESRP2	amisp026143
DOCK5	amisp007676
TRAPPC13	comp60916_c0_seq3
C10orf88	amisp012148
TMEM156	amisp009654
GLRA3	amisp031554
RMI1	amisp002471
FAM192A	amisp032222
PHC3	amisp021571
FAM188A	amisp017569
WWC2	amisp031126
C14orf159	amisp016632
NAA25	amisp005472
FOXRED2	amisp001881
TMEM62	amisp019382
NRSN2	amisp012526
SLC8B1	amisp021476
PANK2	amisp018446
FBXL18	comp63093_c0_seq2
SEMA6D	comp65617_c0_seq7
CSRNP3	amisp013240
TRPM3	amisp026589
GPR157	amisp031374
PGAP1	comp67034_c2_seq1
LRRTM4	amisp033912
ATF7IP2	comp65760_c0_seq3
DCAF17	amisp002652
ADAMTS20	amisp025310
CCDC15	amisp028373
BICC1	amisp020095
BAIAP2L2	amisp017889
PIF1	amisp012845
MAP3K19	amisp017846
VCPIP1	amisp001301
CCDC33	amisp030320
CCDC176	amisp007116
TRIM46	amisp000358
CCDC170	amisp005700
NR4A3	amisp006732
RPF1	comp57159_c0_seq2
ZNF703	comp61605_c0_seq1
PTGES2	amisp020228
SIKE1	amisp004595
FRAS1	amisp024393
THOC7	amisp011827
UXS1	amisp031043
PQLC1	comp49053_c0_seq3
ZC3H12A	amisp028763
ASRGL1	amisp030766
CENPT	amisp034944
EDC3	amisp030305
NAA15	amisp029687
CWH43	comp59813_c0_seq1
ATHL1	amisp007223
FLJ22184	comp64782_c0_seq1
C4orf29	amisp013454
MOGAT2	amisp028853
CTC1	amisp008942
IFT74	amisp027157
DBF4B	amisp007777
SPSB1	amisp031371
MYCT1	amisp019024
C16orf59	amisp030009
MYO19	comp70711_c0_seq37
KIAA0226L	amisp021529
CEP290	amisp007566
TTI2	amisp002631
BRD3	amisp018802
TMEM254	amisp014151
RNF34	amisp008661
MUS81	amisp006456
FUZ	amisp027587
HKDC1	amisp010509
FBXO11	amisp001659
CHD9	amisp034140
FHOD3	comp70281_c0_seq31
OPA3	amisp004932
SPG11	amisp031331
PROSER1	amisp025157
NUP214	amisp030743
ARMC9	amisp002499
CCDC92	amisp005807
TM2D3	amisp029061
ALPK1	amisp012331
WDR96	comp67852_c1_seq6
NAA50	amisp004675
COQ10B	amisp015383
LHX3	amisp005081
ACSF2	amisp000086
RAB11FIP1	comp60988_c0_seq2
NUBPL	comp64336_c0_seq2
PAAF1	amisp009003
ORAI2	amisp029133
RUFY1	amisp028640
CXorf21	comp658365_c0_seq1
WDR26	amisp032466
C17orf70	amisp020332
PIGZ	comp70028_c3_seq6
ELL3	amisp018548
PREX2	amisp025753
CEP63	amisp022537
SLC35F5	amisp017861
FAM214B	amisp034090
EFHC2	amisp006027
C16orf70	amisp023919
TRIM45	amisp008945
EDEM3	amisp025745
STAM	amisp000525
HSD3B7	comp51349_c0_seq1
GRPEL1	amisp025649
SCUBE1	comp67195_c1_seq1
CDK5RAP3	amisp032065
MLLT10	amisp010835
CUBN	amisp000535
MTERFD3	amisp015617
CCDC6	amisp034155
PLEKHO2	amisp033144
EFHD1	amisp025821
C2orf44	amisp010343
TRABD	amisp025077
MED28	amisp002719
FLAD1	amisp000376
SPHKAP	amisp019737
NCOA4	amisp034112
PDGFD	amisp014373
KLHL15	amisp022027
TET1	amisp028407
LRRC27	amisp007989
EPC1	comp66638_c1_seq6
CPEB4	comp66743_c1_seq1
GKAP1	comp57273_c0_seq1
CXXC4	amisp010338
SP6	amisp032071
CEP70	comp70569_c2_seq14
CCDC68	amisp015508
PUS1	amisp021302
ABTB1	amisp001406
WNT10A	amisp003888
DNAJC5	amisp007389
ADAM33	amisp008772
KCNIP4	amisp010070
WDR82	amisp020320
SLC25A16	amisp004513
BPIFB2	amisp011716
TRAF3IP3	amisp013540
SEL1L2	amisp017973
DCAF11	amisp013865
REEP4	comp67892_c0_seq2
COASY	amisp013939
WDR61	amisp024791
TNKS2	amisp011955
SHOC2	amisp019322
ADAM12	amisp031641
PDCD1LG2	amisp012218
CD276	amisp023231
CSRP3	amisp024919
PDHX	amisp011647
CUL5	amisp020549
UBXN6	amisp032357
SLC19A3	comp45932_c0_seq1
TSGA10	amisp021367
AKNA	amisp009571
SLC35G2	comp67168_c2_seq1
ACAD10	amisp005479
SRCIN1	amisp007927
KIAA1683	amisp001556
TTYH3	amisp003195
ARHGAP39	comp65580_c0_seq1
PTP4A2	amisp019514
THSD7B	comp389029_c0_seq1
SLC44A4	amisp016439
VWA7	amisp020379
FGF23	amisp022369
THUMPD2	amisp003405
TSEN2	amisp018925
AARSD1	amisp028873
TMEM121	amisp034581
PRR7	amisp011317
MFAP5	amisp015565
ITIH5	amisp020640
UPK3B	comp1028044_c0_seq1
NDFIP1	amisp020998
C12orf39	amisp003623
THAP7	amisp030502
STARD5	amisp035164
GLTPD1	amisp023305
LIMD2	amisp007325
TMEM177	amisp003936
B9D2	comp49220_c0_seq2
CYB5B	amisp009848
USP5	comp67736_c0_seq2
COL18A1	amisp033625
INTS5	comp629338_c0_seq1
MLF2	amisp002938
CMIP	amisp030351
CALM3	amisp031205
ASXL3	amisp011344
CEP44	amisp028390
SSPN	amisp019275
EEPD1	amisp032504
DDHD1	comp66717_c0_seq3
DUSP16	amisp000615
ZFP91	amisp025891
APOL3	amisp009940
TAS1R2	amisp022384
TAS1R1	amisp006798
KMT2D	amisp003727
SH3BP5L	amisp019927
GRIP2	amisp034369
JHDM1D	amisp021596
SETD7	amisp029691
KIAA1715	amisp002995
AAAS	amisp032730
PRRT1	amisp016442
FXR1	comp60225_c0_seq1
YEATS4	amisp029929
ILKAP	amisp001030
NPL	comp68696_c2_seq2
HMGA2	amisp016018
ALX1	amisp006054
TMPRSS5	amisp013194
CDK2AP1	amisp015355
ACTN4	amisp020650
IFT88	amisp033034
GJA9	amisp006834
WNT5B	amisp018703
ZBP1	amisp010690
SLC2A10	amisp032539
KCNH6	amisp007333
SLC25A32	amisp034751
COLEC12	amisp029673
CLPTM1L	amisp029251
PABPN1	comp49034_c0_seq1
CALR	amisp002353
DPF3	amisp032337
GPR68	amisp016635
AP3B2	amisp017063
ANP32A	amisp027759
ST8SIA2	comp60554_c0_seq1
OR51E2	comp45696_c0_seq1
CALU	amisp006761
NPRL3	amisp012855
OR10W1	amisp010966
GAN	amisp030350
CAMK4	amisp019122
SLC7A5	amisp031223
TAF15	amisp019015
POLR2M	amisp004796
PTDSS2	amisp033379
GPR63	comp389750_c0_seq1
SYNC	comp55693_c0_seq3
CFHR5	comp70931_c0_seq24
CAMK2A	comp67070_c0_seq3
DCSTAMP	amisp011221
HM13	amisp012531
RND2	amisp028888
MOB2	amisp028440
ITFG1	amisp013290
SGPP1	amisp022090
SLC38A1	amisp026782
TMX1	amisp003177
LRRC3	amisp013359
GDPD5	amisp028036
FBXO38	amisp032316
TDRD3	amisp017012
STMN4	amisp032179
VOPP1	amisp023183
FAM49A	amisp024767
WBSCR16	amisp026385
YIPF5	amisp006962
VWA9	amisp000699
FAM117A	amisp010705
LMAN2L	comp66413_c0_seq7
C1orf21	amisp025747
NDEL1	amisp014800
CSRNP2	amisp004215
TXNDC5	amisp024091
CLPB	amisp005179
PDRG1	amisp003378
ANKRD13C	amisp034318
APOLD1	amisp026166
CCDC130	amisp014058
GFOD2	amisp034935
COL21A1	amisp027229
PLA2G12A	amisp004183
CAMK2B	comp68151_c1_seq24
CDADC1	amisp017519
TRIM8	amisp002089
URM1	amisp020247
LBH	amisp017654
PVRL4	amisp018077
FIP1L1	comp69867_c0_seq34
SNX27	amisp029330
COIL	amisp008577
FAM83D	amisp026642
ANP32E	comp70510_c1_seq9
NIPA2	amisp034965
TMEM163	amisp017850
ACSBG2	amisp033413
CAB39L	comp67818_c1_seq7
ITM2C	amisp014631
TSPAN14	amisp022564
CDT1	amisp003424
KAZALD1	comp44092_c0_seq1
UNC93B1	amisp026607
DIAPH3	amisp034040
SHCBP1L	amisp027178
TRMT1L	amisp028309
TSC22D4	amisp034268
TSSK3	amisp019491
MAP1LC3B	amisp033895
AKAP1	amisp024480
CCNL2	comp70454_c7_seq21
VMP1	amisp005905
C6orf62	amisp001246
ISCA1	amisp033810
LOC81691	comp64319_c0_seq16
AMN	amisp004245
OR5V1	amisp026289
CAMK2D	comp64486_c0_seq3
SLC14A2	amisp024611
DOCK8	amisp021232
PPP1R14C	amisp008046
MADCAM1	amisp013132
SF3A2	amisp003503
ELL	amisp027287
TRIM7	amisp013965
NUAK2	amisp025681
RNF170	amisp031233
ADAMTS12	amisp008353
ADAMTS10	comp65109_c0_seq17
SLCO5A1	amisp000900
OR12D3	amisp014458
CAMK2G	comp68151_c1_seq6
NETO2	amisp013291
NETO1	amisp009413
SPACA1	amisp017241
VANGL1	amisp011080
TRIM56	amisp012841
SBF2	comp65885_c0_seq2
RNF146	amisp015308
SPRY4	amisp020997
ST6GALNAC5	amisp023709
MED25	comp70429_c1_seq3
ARPC5L	amisp022984
ISG20L2	comp67544_c0_seq2
LAS1L	amisp029111
HYI	amisp008369
FAHD1	amisp009699
SYMPK	amisp004900
QTRT1	amisp032926
SLC25A28	amisp007863
CAMLG	amisp030846
MIA	amisp024023
CLPP	amisp032894
ABHD17A	amisp017992
CABLES2	amisp015780
SEH1L	comp66681_c1_seq12
DPF1	comp68910_c0_seq3
KIF18A	amisp020476
HDHD3	amisp000624
MKKS	amisp006873
CAMP	amisp014392
NCOA3	amisp032549
NRIP1	amisp019904
CHAF1B	amisp015587
C21orf33	amisp009801
CANX	amisp028634
DGCR6	amisp015197
LZTR1	amisp016922
CAPG	amisp025521
DGCR14	amisp000150
SYN3	amisp015630
GTPBP6	amisp005450
HDHD1	amisp017561
AKAP17A	amisp025176
PNPLA4	amisp034559
CAPN1	amisp029181
ZRSR2	amisp024770
USP9X	amisp018277
CAPN2	amisp032474
RBM10	amisp010809
KDM5C	comp67228_c0_seq1
SMC1A	comp70603_c2_seq8
CAPN3	comp56541_c0_seq1
CAPNS1	amisp002039
NAA10	amisp030060
UBL4A	comp68198_c0_seq1
LAGE3	amisp033690
SLC10A3	amisp033689
EPX	amisp013983
ARID1A	amisp008492
CAPZA1	amisp027100
DYSF	comp70978_c1_seq9
COLQ	amisp024990
SERF1A	comp58664_c1_seq2
TRRAP	amisp015078
CAPZA2	amisp005201
PICALM	comp66508_c1_seq12
SNN	amisp006617
ACOX2	amisp022271
CAST	amisp011852
ACOX3	amisp031878
AXIN1	amisp010751
AXIN2	amisp012440
BAP1	amisp008836
BRAP	amisp005481
CDC7	amisp013523
CDC45	amisp015201
CAPZB	comp47945_c0_seq2
EOMES	comp62637_c0_seq1
FZD1	comp69977_c1_seq3
FZD4	amisp004681
FZD6	comp66109_c0_seq2
FZD9	amisp012710
GFI1B	amisp030712
CARS	comp66808_c0_seq3
HIST2H2AC	amisp018425
PITPNM3	amisp008159
CASP1	amisp035003
TCF7L1	amisp025528
ADPGK	amisp033291
SH3BGRL3	amisp023278
SF3B5	amisp020024
INO80B	comp249823_c0_seq1
GSG1	amisp006645
CCDC70	amisp004546
SLC25A31	amisp029753
PUS7L	amisp025312
PMFBP1	comp1240921_c0_seq1
LRRC48	amisp024283
ABHD11	comp69281_c0_seq3
RAB33B	amisp029688
EMC6	comp29946_c0_seq2
CDCA3	amisp005223
GLT8D2	amisp026809
KATNAL2	amisp028106
DOHH	amisp014698
ARHGAP24	comp58125_c0_seq6
DDX59	amisp031690
PUS3	comp69566_c0_seq5
EPPK1	amisp010428
PLVAP	amisp016694
HIST2H2BE	amisp018431
CASP2	amisp005045
TTC25	amisp008196
CHST9	amisp018982
NUF2	amisp034671
FAM110A	amisp012515
AIF1L	amisp030744
DNAL1	amisp019387
RILP	comp30848_c0_seq1
COG3	amisp035202
UCK1	amisp030736
MFRP	amisp004405
RASSF5	comp70766_c3_seq36
NUDT12	amisp014629
SOX7	amisp029982
BCL2L12	amisp027599
RTP3	comp903059_c0_seq1
CASP3	comp61782_c0_seq2
TMEM47	amisp019667
CCM2	amisp005302
GUCD1	comp67559_c0_seq4
AMMECR1L	amisp031342
C18orf21	amisp012605
C19orf12	amisp014434
ZMIZ2	amisp014416
C11orf68	amisp013461
FAM103A1	amisp013833
FAM107B	amisp029278
SELO	amisp025075
CCDC3	amisp019308
FAM167A	amisp032261
DYNLRB2	comp57270_c0_seq1
DYNLRB1	amisp001004
TEKT1	amisp021945
TLN2	comp67731_c0_seq1
MS4A8	amisp005312
PARP9	comp67828_c2_seq2
SESN2	amisp008446
CRISPLD1	amisp013249
CD99L2	amisp003978
HSDL1	amisp023929
RPS6KL1	amisp007139
RHNO1	comp67048_c0_seq9
TRAPPC9	amisp029587
CALN1	amisp029634
SH3BGRL2	amisp021791
JAM3	amisp011121
FERMT3	amisp010274
TRPT1	amisp010273
NRIP2	comp53269_c0_seq3
ESPN	amisp006807
CRISPLD2	amisp021315
HYAL3	comp24620_c0_seq1
RIOK1	amisp024098
ATG10	amisp010056
ITCH	amisp001002
TFAP2D	amisp025534
MARVELD1	comp2286325_c0_seq1
GRWD1	amisp034872
L3MBTL2	amisp025622
LONP2	amisp028043
TAS1R3	amisp023304
RBP5	comp35614_c0_seq1
RBM4B	comp60243_c0_seq1
FRMD8	comp63595_c0_seq2
ARMC10	amisp017370
MAD1L1	amisp017801
KCNK16	amisp022160
NME5	comp64196_c0_seq3
SYT15	amisp034107
ESYT3	amisp001464
SYT16	amisp014681
SETDB2	amisp028426
ROPN1L	amisp006888
FSD1L	comp63754_c0_seq2
TMTC1	amisp030397
TAF3	amisp029985
RSPH3	amisp007971
TMEM120A	comp62204_c1_seq2
RAB34	amisp014635
HMCN1	amisp028319
GPR61	amisp005684
TBC1D10A	amisp006107
BCO2	amisp007527
TM2D2	comp57259_c0_seq2
USHBP1	amisp016686
CDCA7	amisp003903
TSPAN10	amisp020331
PRSS27	amisp033360
TTLL2	amisp004502
FGFBP2	amisp034160
WDR87	amisp007041
SPATA9	amisp003510
SNX25	amisp027688
KCTD10	amisp025942
SPATA16	amisp013798
TTC29	amisp004730
CASP6	amisp004185
GSG2	amisp000944
STARD3NL	amisp013118
STK40	amisp028776
SPRTN	amisp012541
HDAC10	amisp025070
C10orf11	amisp009899
EIF2A	amisp009061
PIP5K1A	comp67409_c0_seq2
TATDN1	amisp010015
TM2D1	amisp031758
IMMP2L	amisp011091
PIP5K1B	amisp003442
SLC4A11	comp67889_c0_seq2
PIP4K2B	amisp007915
PLA2G6	amisp017888
TSSK6	amisp027404
SPNS1	amisp023568
ITFG3	amisp018357
NCALD	amisp027111
FAM172A	comp62738_c0_seq1
PLA2G10	amisp006621
BRIP1	amisp005916
CTTNBP2	amisp024720
REG4	amisp013887
KREMEN1	amisp011232
CASP7	amisp033187
TMPRSS13	amisp027069
B3GNT5	amisp016309
SLC25A11	amisp028602
SOX14	amisp013374
OBSCN	amisp010780
EMILIN2	amisp007185
SPARCL1	amisp021518
SPOP	amisp010708
KATNAL1	amisp001899
MND1	amisp012978
WDR54	amisp025341
GPR98	amisp020599
SRPX	comp58362_c0_seq1
RBM48	amisp021722
MAGT1	amisp008077
DTNBP1	comp64667_c0_seq2
HDHD2	amisp028104
TMEM222	amisp008470
FAM160A2	amisp013663
SLC10A7	amisp029490
PLEKHN1	amisp032247
TAGLN2	amisp029239
ARMC2	amisp029564
HORMAD1	amisp023076
MYCBPAP	amisp000081
QRICH2	amisp022860
TKTL2	comp32569_c0_seq1
C3orf20	amisp018526
ANKRD27	amisp015088
ULK1	amisp021300
ENKD1	amisp010650
NSRP1	amisp034804
ZRANB3	amisp017843
FBXO30	amisp021216
UXT	amisp010817
CASP8	comp65082_c0_seq2
ARL6	comp62040_c0_seq4
USP44	comp69078_c1_seq1
SLC41A2	amisp034813
C4orf17	comp64067_c0_seq3
PCBD2	amisp030851
PRAM1	amisp026158
ZIC4	amisp032758
PCGF6	amisp027469
QRFPR	amisp005126
EEA1	amisp026737
BCAR3	comp64858_c0_seq4
LRRIQ1	amisp006057
ATRIP	amisp016105
WDR75	amisp030018
ACAD11	amisp012476
CEP78	amisp016763
USP42	amisp018209
ZNRF3	amisp011231
TOMM40L	amisp010569
UTP15	amisp018967
SLC7A6OS	amisp028376
FAM161A	amisp020967
EVA1A	comp60528_c0_seq2
FAM175A	amisp012450
SYDE2	amisp015002
ZNF644	comp66037_c0_seq4
KAT8	amisp016292
PPP1R1B	amisp010599
RNASEH2C	amisp013464
RPF2	amisp009180
ARID5B	comp64276_c0_seq1
KIAA1109	comp69368_c0_seq8
ASCC2	amisp006120
NLRC5	amisp032227
C19orf44	amisp025662
ANTXR1	comp53111_c0_seq1
STX7	amisp010376
POLR1B	amisp028086
ELMOD3	amisp017483
SLA2	amisp006981
MFSD7	comp64963_c1_seq2
CHD6	amisp031021
FAM188B	amisp018923
ZCCHC7	amisp023037
TMEM164	amisp003588
FAR1	amisp034971
SLITRK6	comp52756_c2_seq1
BFSP2	amisp023662
METTL25	amisp014985
FAM96A	amisp031332
SETD3	amisp026796
USP48	amisp006573
POMK	amisp020180
CASP9	amisp022619
MEX3B	amisp012742
ZNF541	amisp020672
TMEM117	amisp025316
ZMYND12	amisp006381
WDR24	amisp024885
SPATC1L	amisp016786
IQCG	amisp002504
ZMYND15	comp59024_c0_seq4
CCDC135	comp67769_c1_seq19
LRRC8C	amisp026973
TRAF7	amisp023941
